sic64,total_assets_2016,total_assets_2017,total_assets_2018,total_assets_2019,total_assets_2020,total_assets_2021,total_liabilities_2016,total_liabilities_2017,total_liabilities_2018,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,net_assets_2016,net_assets_2017,net_assets_2018,net_assets_2019,net_assets_2020,net_assets_2021
29,NA,NA,NA,NA,5.35,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5.35,NA
1,NA,NA,NA,NA,30.815,48.936,NA,NA,NA,NA,-30.267,-48.601,NA,NA,NA,NA,61.082,97.537
1,16.76,8.196,0.048,9.695,9.402,NA,-8.923,-8.423,-9.538,-26.388,-23.007,NA,25.683,16.619,9.586,36.083,32.409,NA
46,156.83,83.57,115.556,39.173,66.055,63.784,-156.532,-63.912,-57.485,0,0,0,313.362,147.482,173.041,39.173,66.055,63.784
1,5.917,7.347,4.92,16.167,33.255,49.176,-3.881,-4.182,0,-1.542,-3,-24.899,9.798,11.529,4.92,17.709000000000003,36.255,74.075
1,717.69,634.131,645.463,616.854,572.738,NA,-299.63,-222.338,-214.741,-203.326,-148.781,NA,1017.32,856.4689999999999,860.204,820.1800000000001,721.519,NA
1,119.263,128.004,134.215,141.32,154.243,NA,-45.547000000000004,-44.527,-36.603,-33.421,-43.236000000000004,NA,164.81,172.531,170.818,174.74099999999999,197.47899999999998,NA
1,NA,NA,NA,5.025,2.902,NA,NA,NA,NA,-4.257,-12.268,NA,NA,NA,NA,9.282,15.170000000000002,NA
1,1031.432,1014.949,1014.251,1020.538,982.504,NA,-209.755,-193.272,-192.574,-181.091,-160.828,NA,1241.187,1208.221,1206.825,1201.629,1143.332,NA
1,93.477,92.011,89.971,89.776,114.406,NA,-4.841,-4.671,-5.415,-5.782,-6.893,NA,98.318,96.682,95.38600000000001,95.55799999999999,121.299,NA
1,5.407,18.001,28.902,25.68,53.754,81.986,0,-0.914,-0.986,-0.987,-1.009,-4.273,5.407,18.915000000000003,29.888,26.666999999999998,54.763,86.259
1,800.815,986.946,485.702,294.304,434.69,NA,-612.923,-786.817,-464.179,-315.196,-177.615,NA,1413.738,1773.763,949.881,609.5,612.3050000000001,NA
1,41.215,38.462,67.013,83.066,295.265,309.751,-1.735,-3.224,-1.385,-2.549,-2.529,-2.022,42.95,41.68600000000001,68.39800000000001,85.61500000000001,297.794,311.77299999999997
1,NA,NA,NA,NA,21.662,NA,NA,NA,NA,NA,-25.4,NA,NA,NA,NA,NA,47.062,NA
1,262.506,276.503,264.827,333.383,301.858,NA,-19.089000000000002,-24.495,-16.193,-28.323,-11.882,NA,281.59499999999997,300.998,281.02,361.70599999999996,313.74,NA
1,NA,NA,NA,10.893,36.246,NA,NA,NA,NA,-6.006,-24.766,NA,NA,NA,NA,16.899,61.012,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,14.666,92.189,NA,NA,NA,NA,-12.76,-88.355,NA,NA,NA,NA,27.426000000000002,180.54399999999998,NA
1,5.157,4.586,4.438,0.002,NA,NA,0,0,0,0,NA,NA,5.157,4.586,4.438,0.002,NA,NA
1,NA,203.203157214507,186.501102445099,159.338449514278,173.39030234193,NA,NA,-181.011929542011,-185.290759100798,-156.33763673932,-159.218320145409,NA,NA,384.21508675651796,371.791861545897,315.676086253598,332.608622487339,NA
1,11.403,17.446,41.047,0.312,44.636,NA,-9.427,-10.584,-7.393,-22,0,NA,20.83,28.03,48.44,22.312,44.636,NA
1,197.20711200257,182.727686635365,187.544595179344,192.334547758759,232.474822220156,NA,-4.75381618918831,-11.1120346878917,-24.000332887626602,-26.8018384936032,-55.6839390801835,NA,201.9609281917583,193.8397213232567,211.54492806697058,219.13638625236217,288.1587613003395,NA
1,8.43,13.638,14.629,15.307,12.765,15.142,-8.596,-12.544,-13.056,-14.342,-11.639,-13.475,17.026,26.182000000000002,27.685,29.649,24.404,28.616999999999997
1,76.9787477686534,82.8170119405989,88.5237185344112,62.4460148872841,69.5541757366796,NA,-56.23007094435719,-67.20743912957059,-63.4952251307613,-41.8675453127035,-14.4453819433929,NA,133.2088187130106,150.0244510701695,152.01894366517251,104.31356019998759,83.9995576800725,NA
1,32.383,38.469,34.166,27.143,28.835,NA,-21.08,-33.019999999999996,-25.896,-19.238,-10.219,NA,53.463,71.489,60.062,46.381,39.054,NA
1,NA,NA,NA,NA,265.138546551169,243.161291305165,NA,NA,NA,NA,-252.983998660648,-221.17796557218261,NA,NA,NA,NA,518.1225452118169,464.3392568773476
1,NA,NA,NA,NA,35.411,142.849,NA,NA,NA,NA,-20.764,-96.646,NA,NA,NA,NA,56.175,239.495
1,12.137,3.8,4.093,3.546,12.381,NA,-12.756,-11.414,-9.734,-8.067,-6.542,NA,24.893,15.213999999999999,13.827,11.613,18.923000000000002,NA
1,134.339,158.017,219.46,244.134,211.374,323.78,-105.342,-104.676,-149.031,-146.57899999999998,-81.714,-159.713,239.68099999999998,262.693,368.491,390.71299999999997,293.08799999999997,483.49299999999994
1,293.33,285.016,366.161,432.127,496.67,NA,-51.106,-35.785,-29.813,-46.629000000000005,-70.149,NA,344.436,320.80100000000004,395.974,478.75600000000003,566.819,NA
1,30.743,33.199,36.825,84.337,45.217,NA,-0.396,-1.239,-1.411,-42.182,-1.068,NA,31.139,34.437999999999995,38.236000000000004,126.519,46.285,NA
1,NA,NA,NA,345.071,305,995.9,NA,NA,NA,0,0,-162.458,NA,NA,NA,345.071,305,1158.358
1,NA,NA,NA,NA,35.362,NA,NA,NA,NA,NA,-39.96,NA,NA,NA,NA,NA,75.322,NA
1,2484.401,2595.647,2610.312,2650.607,2415.906,NA,-9.197,-8.246,-8.54,-7.525,-11.751,NA,2493.598,2603.893,2618.852,2658.132,2427.657,NA
50,6.1,10.3,20.3,19.9,40,NA,-8.156,-18,-20.649,-19.367,-26.255,NA,14.256,28.3,40.949,39.266999999999996,66.255,NA
1,55.589,25.127,49.126,31.671,28.597,NA,-42.327,-16.935,-27.108,-15.434000000000001,-18.105,NA,97.916,42.062,76.234,47.105000000000004,46.702,NA
1,496.447,599.272,613.906,599.702,605.977,NA,-7063.159000000001,-7353.069,-7692.2300000000005,-7962.55,-8225.126,NA,7559.606000000001,7952.341,8306.136,8562.252,8831.103000000001,NA
1,140.88,169.748,207.096,269.293,344.296,NA,-86.343,-98.655,-130.732,-172.99099999999999,-243.173,NA,227.223,268.403,337.828,442.284,587.469,NA
1,11.463,17.577,17.415,11.614,NA,NA,-10.425,-17.234,-16.812,-10.717,NA,NA,21.887999999999998,34.81100000000001,34.227000000000004,22.331000000000003,NA,NA
1,NA,NA,16.087,NA,NA,NA,NA,NA,-16.087,NA,NA,NA,NA,NA,32.174,NA,NA,NA
27,335.051,314.96,246.399,205.531,205.194,217.176,-48.719,-22.552,-6.077,-11.425,-21.627,-26.071,383.77,337.512,252.476,216.95600000000002,226.821,243.24699999999999
1,2958.929,3017.322,3064.779,3056.086,2983.28,NA,-101.028,-101.661,-124.366,-119.871,-120.754,NA,3059.957,3118.983,3189.145,3175.957,3104.034,NA
1,231.976,265.655,262.723,245.562,14.147,NA,-13.93,-15.827,-11.883999999999999,-7.82,-1,NA,245.906,281.48199999999997,274.607,253.382,15.147,NA
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
1,70.66,26.331,33.325,45.683,48.354,NA,-39.415,-9.35,-0.53,-0.35,-0.35,NA,110.07499999999999,35.681,33.855000000000004,46.033,48.704,NA
1,3778.874,4061.04,3935.419,2505.864,712.059,NA,-5969.665,-6478.805,-6735.578,-5650.424000000001,-563.199,NA,9748.539,10539.845000000001,10670.997,8156.2880000000005,1275.2579999999998,NA
1,24.432,38.77,26.563,32.485,43.452,NA,-36.975,-53.192,-48.191,-48.259,-54.854,NA,61.407,91.962,74.754,80.744,98.306,NA
1,8.43228282584755,18.6674016711439,18.323804564951,25.2504910618699,44.1078829083039,NA,-3.47882006634905,-3.60371122556436,-3.39653728363466,-2.71057724551182,-2.89492842339421,NA,11.911102892196599,22.27111289670826,21.72034184858566,27.961068307381723,47.00281133169811,NA
1,127.866,126.553,142.56,144.245,144.916,157.197,-52.944,-46.632,-54.215,-57.871,-56.577,-56.21,180.81,173.185,196.775,202.116,201.493,213.407
1,67.588,51.924,50.125,64.767,46.457,NA,-38.232,-29.672,-6.875,-10.958,-19.459,NA,105.82,81.596,57,75.725,65.916,NA
1,86.65,86.052,79.577,76.965,110.016,NA,-5.351,-4.493,-6.501,-6.858,-20.684,NA,92.001,90.545,86.078,83.82300000000001,130.70000000000002,NA
27,NA,NA,15.708,49.859,47.517,70.468,NA,NA,-14.655,-30.363,-16.458,-30.701,NA,NA,30.363,80.22200000000001,63.975,101.16900000000001
1,26.693,28.089,29.066,17.092,24.088,16.196,-11.177,-16.131999999999998,-24.84,-12.226,-11.861,-10.342,37.870000000000005,44.221,53.906,29.317999999999998,35.949,26.538000000000004
23,NA,NA,NA,33.721,48.824,NA,NA,NA,NA,-6.407,-8.188,NA,NA,NA,NA,40.128,57.012,NA
1,NA,NA,NA,45.831,68.011,NA,NA,NA,NA,-58.6,-75.2,NA,NA,NA,NA,104.43100000000001,143.211,NA
1,NA,NA,NA,NA,25.965,NA,NA,NA,NA,NA,-6.244,NA,NA,NA,NA,NA,32.209,NA
1,NA,NA,NA,NA,9.008,NA,NA,NA,NA,NA,-50.1,NA,NA,NA,NA,NA,59.108000000000004,NA
1,142.079,108.279,103.286,63.438,41.585,87.685,-152.395,-136.24699999999999,-151.869,-100,-90,-133.289,294.47400000000005,244.52599999999998,255.155,163.438,131.585,220.974
1,NA,NA,NA,7.714,20.812,27.308,NA,NA,NA,-7.247,-13.935,-12.879,NA,NA,NA,14.961,34.747,40.187
1,24.0813717667172,22.0679916081979,43.3721683079231,53.9670398693938,68.2258310343708,65.0710582098854,-16.239215544902,-7.90975749635571,-14.96851959038063,-10.72362596464365,-9.46379460003608,-13.7703229078612,40.3205873116192,29.97774910455361,58.34068789830373,64.69066583403745,77.68962563440688,78.8413811177466
1,NA,NA,NA,1.213,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.213,NA,NA
1,193.221,187.16,192.949,201.29,261.134,NA,-68.054,-50.362,-47.047,-47.224,-90.287,NA,261.275,237.522,239.996,248.51399999999998,351.42100000000005,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,89.345,67.432,69.528,72.239,77.393,101.246,-20.539,-2.216,-1.673,-2.463,-1.51,-1.029,109.884,69.648,71.20100000000001,74.702,78.903,102.27499999999999
1,NA,NA,NA,NA,NA,28.396,NA,NA,NA,NA,NA,-36.039,NA,NA,NA,NA,NA,64.435
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,21.931,116.244,185.748,199.629,NA,NA,-4.665,-23.095,-58.102000000000004,-69.613,NA,NA,26.596,139.339,243.85,269.24199999999996
1,NA,NA,NA,8,15.565,NA,NA,NA,NA,0,-55.041000000000004,NA,NA,NA,NA,8,70.60600000000001,NA
1,55.731,70.341,66.185,64.237,88.529,NA,-92.087,-90.269,-85.492,-84.021,-84.168,NA,147.818,160.61,151.67700000000002,148.25799999999998,172.697,NA
1,95.274,151.562,298.875,282.12,264.739,NA,-5.868,-5.668,-5.919,-7.113,-8.087,NA,101.142,157.23000000000002,304.794,289.233,272.82599999999996,NA
1,16.421,36.381,79.481,92.155,96.363,NA,-0.726,-4.346,-3.68,0,-0.14,NA,17.147,40.727000000000004,83.161,92.155,96.503,NA
31,NA,NA,41.9420103353128,44.3144675518329,41.3907526907469,NA,NA,NA,-46.6816917368029,-40.735656769097794,-56.24597642131641,NA,NA,NA,88.62370207211569,85.05012432093069,97.6367291120633,NA
1,713.412,719.168,696.564,702.064,712.12,717.49,-596.189,-594.066,-554.984,-546.421,-550.638,-531.099,1309.601,1313.234,1251.548,1248.4850000000001,1262.758,1248.589
1,36.923,30.277,24.828,80.226,47.906,NA,-26.973,-27.526,-20.377,-56.625,-4.191,NA,63.896,57.803,45.205,136.851,52.097,NA
54,0.936280990400732,0.622658647842526,24.1234927732476,NA,10.0951724828342,NA,-26.94455700881748,-22.8041841955424,-54.0135825080741,-34.67034932259807,-46.098714814706,NA,27.880837999218212,23.42684284338493,78.1370752813217,NA,56.1938872975402,NA
1,NA,NA,NA,NA,NA,16.771,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,16.771
1,46.593,52.803,52.049,48.996,49.153,NA,-3.636,-7.929,-5.333,-2.372,-2.396,NA,50.229000000000006,60.732,57.382,51.368,51.549,NA
1,40.177,50.578,19.252,34.966,46.344,81.272,-56.262,-47.544,-12.099,-16.967,-15.48,-15.703,96.439,98.122,31.351,51.933,61.824,96.97500000000001
1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.2,NA,NA
1,104.114,145.021,146.385,117.452,123.784,NA,-0.865,-40.913,-90.478,-93.058,-75.18,NA,104.979,185.93399999999997,236.863,210.51,198.964,NA
1,1.397,5.89,5.283,4.75,NA,NA,-44.123,-81.744,-84.04899999999999,-111.249,NA,NA,45.519999999999996,87.634,89.332,115.999,NA,NA
1,14.756,13.906,14.872,18.134,16.671,NA,-8.586,-11.139,-12.351,-10.827,-13.496,NA,23.342,25.045,27.223,28.961,30.167,NA
1,10.993,16.935,13.824,24.109,23.907,29.04,-2.983,-5.629,-8.886,-9.734,-8.339,-9.39,13.976,22.564,22.71,33.843,32.246,38.43
1,36.688,65.531,67.998,71.554,55.696,NA,-19.892,-10.733,-14.662,-10.328,-9.757,NA,56.58,76.26400000000001,82.66000000000001,81.882,65.453,NA
1,154.354,178.299,178.538,173.674,65.455,NA,-155.19,-160.048,-164.833,-162.351,-168.687,NA,309.544,338.347,343.371,336.025,234.142,NA
1,NA,19.515,20.229,41.654,37.479,29.696,NA,-23.036,-15.093,-36.317,-27.936999999999998,-13.436,NA,42.551,35.322,77.971,65.416,43.132000000000005
1,45.58,45.578,51.203,52.116,57.342,NA,-1.301,-1.265,-1.247,-0.99,-1.526,NA,46.881,46.843,52.45,53.106,58.868,NA
1,293.873,291.273,282.31,261.076,243.073,NA,-10.897,-11.202,-11.782,-4.162,-14.805,NA,304.77,302.475,294.092,265.238,257.878,NA
1,235.526,246.114,242.031,242.628,244.2,NA,-1.282,-2.936,-1.391,-5.62,-3.585,NA,236.80800000000002,249.05,243.422,248.248,247.785,NA
1,NA,NA,NA,NA,23.323,NA,NA,NA,NA,NA,-9.544,NA,NA,NA,NA,NA,32.867000000000004,NA
1,NA,NA,387.716,365.04,331.089,NA,NA,NA,-60.33,-22.748,-23.797,NA,NA,NA,448.046,387.788,354.886,NA
1,188.481,180.785,201.651,216.732,235.371,NA,-153.233,-146.209,-144.177,-140.004,-139.054,NA,341.714,326.994,345.828,356.736,374.425,NA
1,18.266,20.37,32.155,15.536,53.674,41.171,0,0,0,0,0,0,18.266,20.37,32.155,15.536,53.674,41.171
1,423.457,434.181,464.435,491.699,514.586,NA,-11.596,-10.504,-56.721,-49.023,0,NA,435.053,444.685,521.156,540.722,514.586,NA
1,1026.524,1036.91,1031.666,1055.467,1061.791,NA,-251.618,-246.185,-230.223,-247.694,-235.5,NA,1278.1419999999998,1283.095,1261.889,1303.161,1297.291,NA
1,4.205,2.816,1.219,55.316,101.116,NA,-0.3,-0.3,-0.3,-0.3,-70.064,NA,4.505,3.1159999999999997,1.5190000000000001,55.616,171.18,NA
1,NA,NA,NA,NA,5.342,NA,NA,NA,NA,NA,-39.448,NA,NA,NA,NA,NA,44.79,NA
1,NA,NA,NA,45.288,31.851,NA,NA,NA,NA,-21.115,-10,NA,NA,NA,NA,66.40299999999999,41.851,NA
1,35.295,22.184,13.828,33.62,23.784,NA,-33.484,-26.723,-22.382,-42.839,-31.938,NA,68.779,48.907,36.21,76.459,55.721999999999994,NA
1,26.056,20.761,13.619,17.472,20.052,NA,-10.013,-5.488,-1.17,-5.325,-9.272,NA,36.069,26.249,14.789,22.797,29.323999999999998,NA
1,120.98,224.447,47.259,44.681,119.847,NA,-114.142,-247.062,-5.201,-9.67,-92.046,NA,235.122,471.509,52.46,54.351,211.893,NA
1,784.935,778.896,782.18,792.337,762.892,NA,-25.381,-22.593,-25.185,-17.19,-33.536,NA,810.3159999999999,801.4889999999999,807.3649999999999,809.527,796.4280000000001,NA
1,230.41,248.55,230.59,251.353,227.281,NA,-8.221,-9.433,-13.508,-16.077,-4.731,NA,238.631,257.983,244.098,267.43,232.012,NA
1,177.668,242.826,237.701,219.042,239.041,NA,-177.589,-213.937,-228.667,-262.558,-269.757,NA,355.257,456.76300000000003,466.368,481.6,508.798,NA
1,67.013,80.75,91.488,84.953,79.512,NA,-90.946,-118.836,-144.181,-140.431,-149.516,NA,157.959,199.586,235.669,225.38400000000001,229.028,NA
1,390.794880172564,406.817279526906,419.677084736895,400.141474538646,NA,NA,-3.4274089323636,-3.55045440942302,-7.21516151595254,-5.56498802774064,NA,NA,394.2222891049276,410.36773393632905,426.89224625284754,405.7064625663866,NA,NA
1,1825.855,1934.226,1983.346,2049.595,2083.892,NA,-65.252,-84.07600000000001,-55.074000000000005,-54.224000000000004,-104.832,NA,1891.107,2018.3020000000001,2038.42,2103.819,2188.7239999999997,NA
1,NA,NA,5.689,87.651,67.572,154.17,NA,NA,0,-1.198,0,0,NA,NA,5.689,88.84899999999999,67.572,154.17
1,NA,NA,NA,0.438,1.555,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.438,1.555,NA
1,281.458,291.422,287.991,275.472,216.844,NA,-28.186,-25.853,-29.542,-29.019,-37.349,NA,309.644,317.27500000000003,317.533,304.491,254.19299999999998,NA
1,19.877,9.776,13.896,8.034,10.781,NA,-5.482,-2.567,-6.247,-2.399,-5.637,NA,25.358999999999998,12.343,20.143,10.433,16.418,NA
1,NA,NA,NA,NA,30.424,NA,NA,NA,NA,NA,-26.618,NA,NA,NA,NA,NA,57.042,NA
1,34.992,40.699,29.127,41.105,32.805,30.446,-1.23,-1.37,-1.37,-1.371,-1.695,-1.695,36.221999999999994,42.068999999999996,30.497,42.476,34.5,32.141
1,24.778,23.421,20.325,26.661,16.193,NA,-7.163,-13.137,-10.66,-14.258000000000001,-8.351,NA,31.941,36.558,30.985,40.919000000000004,24.544000000000004,NA
1,197.05202174838,205.147918617269,267.016893591993,251.942418751896,NA,NA,-0.907406514843263,0,-0.917227407715467,-0.855295852263523,NA,NA,197.9594282632233,205.147918617269,267.93412099970845,252.79771460415952,NA,NA
1,193.962,198.203,220.661,207.276,64.36,67.471,-412.656,-435.69,-465.708,-388.35,-253.76,-256.08,606.6179999999999,633.893,686.369,595.626,318.12,323.551
1,7555.49,7763.2,7562.322,7458.104,7601.562,NA,-855.488,-363.193,-162.32199999999997,-99.188,-102.16,NA,8410.978,8126.393,7724.644,7557.292,7703.722,NA
1,NA,NA,19.9,15.92,27.102,17.356,NA,NA,-13.5,0,-5.68,-4.028,NA,NA,33.4,15.92,32.782,21.384
48,27.87,12.208,4.293,2.08,32.394,NA,-9.858,-1.375,0,-2,-5,NA,37.728,13.583,4.293,4.08,37.394,NA
1,NA,NA,NA,NA,NA,61.551,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.551
1,84.344,78.071,70.848,59.114,54.02,NA,-6.52,-9.183,-9.102,-3.033,-3.542,NA,90.86399999999999,87.25399999999999,79.95,62.147,57.562000000000005,NA
1,5.621,6.896,8.297,9.56,10.172,12.372,-0.075,-0.075,-0.075,-0.075,-0.1,-0.1,5.696000000000001,6.971,8.372,9.635,10.272,12.472
1,NA,NA,NA,NA,44.362,47.319,NA,NA,NA,NA,-51.724,-53.563,NA,NA,NA,NA,96.086,100.882
1,NA,NA,NA,16.091,12.779,17.489,NA,NA,NA,-26.978,-34.12,-39.498,NA,NA,NA,43.069,46.899,56.986999999999995
1,50.647,48.933,47.603,47.36,52.268,NA,-4.236,-2.36,-2.571,-2.587,-4.744,NA,54.882999999999996,51.293,50.174,49.947,57.012,NA
1,4842.006,4872.083,4951.974,4726.512,5081.678,NA,-52.284,-51.731,-32.654,-29.41,-560.444,NA,4894.29,4923.813999999999,4984.628000000001,4755.922,5642.121999999999,NA
1,73.975,45.185,36.245,11.192,37.463,NA,-209.615,-255.741,-352.003,-358.891,-355.011,NA,283.59000000000003,300.92600000000004,388.248,370.083,392.47400000000005,NA
1,113.059,105.093,275.165,203.787,168.638,190.068,-36.071,-51.326,-158.974,-87.054,-85.708,-115.033,149.13,156.419,434.139,290.841,254.346,305.101
1,6.34499078603812,7.42222494289881,1.37539016397845,1.43062999913148,1.71720643687124,NA,0,0,0,0,0,NA,6.34499078603812,7.42222494289881,1.37539016397845,1.43062999913148,1.71720643687124,NA
1,167.615,178.104,201.721,228.15,222.848,NA,-5.077,-0.466,-1.358,-1.473,-5.94,NA,172.692,178.57000000000002,203.079,229.62300000000002,228.788,NA
1,25.148,18.922,21.256,20.262,12.283,NA,0,0,0,0,0,NA,25.148,18.922,21.256,20.262,12.283,NA
1,474.422,472.718,88.433,102.455,110.427,106.481,-577.974,-575.252,-7.676,-10.685,-10.696,-7.623,1052.3960000000002,1047.97,96.10900000000001,113.14,121.123,114.104
1,NA,NA,NA,8.052,7.498,NA,NA,NA,NA,-6.427,-5.95,NA,NA,NA,NA,14.479,13.448,NA
1,21.203,13.172,10.827,12.339,12.237,NA,-18.986,-13.168,-10.475,-4.255,-3.396,NA,40.189,26.34,21.302,16.594,15.633,NA
1,8.984,7.8,17.14,14.105,14.804,NA,-1.127,-23.307000000000002,-31.816000000000003,-7.428999999999999,-9.408999999999999,NA,10.111,31.107000000000003,48.956,21.534,24.213,NA
1,393.307,590.996,676.74,684.724,695.806,700.31,-245.648,-430.378,-487.67999999999995,-487.337,-482.366,-469.64300000000003,638.955,1021.374,1164.42,1172.0610000000001,1178.172,1169.953
1,NA,NA,NA,NA,1.662,18.877,NA,NA,NA,NA,-6.868,-5,NA,NA,NA,NA,8.530000000000001,23.877
1,NA,1.199,1.671,1.1,1.032,11.449,NA,-1.979,-2.029,-6.242,-2.214,-14.403,NA,3.178,3.7,7.3420000000000005,3.246,25.852
1,0.846,0.832,5.043,1.414,12.065,NA,-3.66,-5.565,-6.287,-0.828,-6.82,NA,4.506,6.397,11.33,2.242,18.884999999999998,NA
1,11.658,7.18,6.941,12.532,0.927,NA,-2.907,-6.81,-6.802,-11.539000000000001,-6.8919999999999995,NA,14.565,13.989999999999998,13.742999999999999,24.071,7.818999999999999,NA
1,929.298,975.165,948.236,932.011,938.139,NA,-10.214,-54.206,-42.576,-44.287,-56.082,NA,939.5120000000001,1029.3709999999999,990.812,976.298,994.221,NA
1,86.117,85.532,81.336,82.259,86.502,NA,-24.465,-24.232,-11.252,-6.307,-6.043,NA,110.58200000000001,109.764,92.588,88.566,92.545,NA
1,34.311,28.867,24.459,18.54,16.235,NA,-34.925,-38.231,-38.676,-39.012,-39.632999999999996,NA,69.23599999999999,67.098,63.135000000000005,57.552,55.867999999999995,NA
1,NA,NA,NA,NA,13.634,14.004,NA,NA,NA,NA,-10.956,-10.304,NA,NA,NA,NA,24.59,24.308
1,400.456,397.704,398.069,463.104,478.124,449.316,-112.537,-117.114,-119.507,-141.404,-115.017,-94.27,512.993,514.818,517.576,604.508,593.1410000000001,543.586
1,111.197998549372,114.203028919898,131.480986410014,136.246317655168,159.761462117454,NA,-21.1042705010289,-2.66727887507904,-3.87003225811904,-1.87754134535926,-1.37797129944886,NA,132.3022690504009,116.87030779497704,135.35101866813304,138.12385900052726,161.13943341690285,NA
1,26.586197379057,29.2221191630597,34.0500013975055,29.7933988703315,42.2790496885786,NA,-3.35578720478066,-16.3365159240192,-23.0578970435421,-1.37611462050845,-27.043951361531,NA,29.941984583837662,45.5586350870789,57.107898441047595,31.16951349083995,69.32300105010961,NA
1,11.24,5.456,3.178,2.617,12.428,40.927,-18.21,-23.32,-20.025,-20.438,-17.011,-7.01,29.450000000000003,28.776,23.203,23.055,29.439,47.937
1,NA,NA,25,24.5,23.75,NA,NA,NA,0,0,0,NA,NA,NA,25,24.5,23.75,NA
1,2.896,3.471,8.911,29.751,26.776,NA,-1.977,-2.066,-0.215,-21.548000000000002,-22.406000000000002,NA,4.873,5.537,9.126,51.29900000000001,49.182,NA
1,5148.138,5517.965,5686.87,6004.629,6628.067,NA,-32.125,-78.093,-46.826,-81.509,-313.974,NA,5180.263,5596.058,5733.696,6086.138,6942.041,NA
1,75.226,81.07,79.898,64.906,69.699,NA,-8.382,-7.125,-6.746,-8.166,-5.166,NA,83.608,88.195,86.64399999999999,73.072,74.865,NA
1,21.484,15.957,14.06,20.193,22.765,NA,-24.459,-26.535,-39.02,-60.947,-93.12,NA,45.943,42.492000000000004,53.080000000000005,81.14,115.885,NA
1,556.638,529.985,525.723,508.286,506.462,NA,-3.827,-3.406,-5.266,-4.342,-5.965,NA,560.465,533.391,530.9889999999999,512.628,512.427,NA
1,NA,NA,NA,0.613,0.2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.613,0.2,NA
1,61.978,61.572,57.686,60.547,55.984,NA,-1.553,-1.938,-2.638,-3.873,-3.982,NA,63.531,63.510000000000005,60.324,64.42,59.966,NA
1,NA,NA,NA,NA,30.064,NA,NA,NA,NA,NA,-26.501,NA,NA,NA,NA,NA,56.565,NA
1,0.002,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA
1,NA,0.001,0.001,0.026,5.758,NA,NA,0,-2,0,-6,NA,NA,0.001,2.001,0.026,11.758,NA
1,12.637,17.482,16.938,14.284,22.709,NA,-11.65,-16.431,-12.565999999999999,-9.729000000000001,-17.829,NA,24.287,33.913,29.503999999999998,24.013,40.538,NA
61,280.931,293.236,281.552,230.235,204.008,NA,-1.643,-1.833,-0.996,-6.173,-6.531,NA,282.57399999999996,295.069,282.548,236.40800000000002,210.53900000000002,NA
1,NA,3044.007,3097.123,3137.757,3304.987,NA,NA,-714.709,-718.545,-834.431,-1030.57,NA,NA,3758.716,3815.668,3972.188,4335.557,NA
1,114.586,124.414,129.566,122.617,142.725,NA,-52.211999999999996,-58.761,-69.575,-86.4,-102.44200000000001,NA,166.798,183.175,199.14100000000002,209.017,245.167,NA
1,53.773,49.351,30.263,61.019,32.821,NA,-10.584,-3,-3,-1.881,-1.141,NA,64.357,52.351,33.263000000000005,62.9,33.961999999999996,NA
1,42.71,39.105,30.795,34.413,38.551,NA,-1.201,-1.2,-1.2,-1.2,-1.535,NA,43.911,40.305,31.995,35.613,40.086,NA
59,18.832,7.439,7.674,3.834,10.125,NA,0,-0.001,0,0,0,NA,18.832,7.44,7.674,3.834,10.125,NA
1,NA,NA,0.85,1.2,0.2,NA,NA,NA,-0.65,-2.4,0,NA,NA,NA,1.5,3.5999999999999996,0.2,NA
1,47.952,41.599,34.373,33.422,32.127,NA,-26.818,-18.693,-11.198,-14.361,-24.812,NA,74.77,60.292,45.571,47.783,56.93900000000001,NA
1,NA,NA,NA,NA,11.053,NA,NA,NA,NA,NA,-12.123,NA,NA,NA,NA,NA,23.176000000000002,NA
1,239.258,171.53,174.781,177.2,191.787,NA,-240.19400000000002,-180.801,-190.055,-202.534,-222.134,NA,479.452,352.331,364.836,379.734,413.921,NA
1,NA,NA,NA,21.735,24.155,NA,NA,NA,NA,-4.778,-7.926,NA,NA,NA,NA,26.512999999999998,32.081,NA
1,15.296,27.049,18.466,7.323,8.133,NA,-15.096,-26.009,-25.737,-10.987,-7.874,NA,30.392,53.058,44.203,18.310000000000002,16.006999999999998,NA
